s39,s40,s41,v92,v93,v94,v95,v96,v97,v98,v99,oh53,oh54,oh55,oh56,oh57,v100,v101,v102,v103,v104,v105,v106,v107,oh58,oh59,oh60,oh61,oh62
0.27344,0.23987,0.094,0.01007,0.05357,0.21334,0.25981,0.02916,0.11902,0.36694,0.15751,-0.08973,-0.10437,0.20263,-0.04089,-0.41199,0.0105,0.26422,0.2774,0.11135,0.16049,0.42524,0.13066,0.0696,-0.20325,-0.21851,0.18067,-0.08667,-0.53161
0.5188,0.40649,0.37476,0.00672,0.03502,0.1985,0.24641,0.01894,0.15989,0.34471,0.13782,0.21057,0.22034,0.50598,0.17884,-0.07141,0.04702,0.1916,0.22819,0.01495,0.14438,0.33159,0.15184,0.03024,0.08179,0.01343,0.3418,0.03113,-0.21362
0.49866,0.39673,0.32959,0.0042,0.03348,0.18281,0.20775,0.02733,0.14796,0.3039,0.12321,0.17761,0.17151,0.43457,0.13184,-0.07447,0.03946,0.17203,0.20063,0.00671,0.12768,0.29406,0.13722,0.02952,0.06165,0.00427,0.29297,0.01221,-0.19958
0.42603,0.32776,0.30823,0.01679,0.03142,0.17856,0.24847,0.0368,0.14378,0.32904,0.15572,0.1947,0.17029,0.42724,0.13306,-0.1239,0.06129,0.23796,0.18662,0.05516,0.18137,0.32867,0.09934,0.01421,0.08179,-0.00732,0.26123,0.05799,-0.2893
0.41077,0.3302,0.30335,0.01469,0.03193,0.17517,0.2361,0.03534,0.1417,0.31738,0.14707,0.18005,0.15869,0.41076,0.12085,-0.12085,0.03149,0.19521,0.21632,0.00465,0.13543,0.32394,0.14945,0.02405,0.0177,-0.02808,0.2832,-0.02258,-0.2594
0.61035,0.47241,0.67017,0.02225,0.01133,0.23243,0.13867,0.02733,0.15691,0.29771,0.06444,0.17395,0.2063,0.54077,0.21973,0.04211,0.06842,0.11382,0.30497,0.02836,0.0173,0.34253,0.19808,0.07944,0.04395,0.14343,0.58228,0.17701,0.00855
0.58167,0.45776,0.56763,0.0147,0.0031,0.19808,0.14383,0.01495,0.13752,0.27183,0.07279,0.17211,0.19348,0.47851,0.19715,0.02319,0.05583,0.11331,0.20274,0.03454,0.1053,0.25434,0.12261,0.02405,0.09094,0.00976,0.30151,0.05066,-0.12451
0.44983,0.37415,0.21607,0.05625,0.00464,0.1968,0.26239,0.04555,0.13573,0.35455,0.19182,0.17334,0.09155,0.37475,0.09705,-0.21912,0.06045,0.22868,0.21123,0.03506,0.17541,0.34325,0.12827,0.02769,0.00366,-0.08423,0.21973,-0.04272,-0.35522
0.38147,0.33264,0.11536,0.00167,0.03915,0.21165,0.2624,0.02624,0.12618,0.36731,0.15304,0.0122,0.00977,0.31433,0.05616,-0.30091,0.04114,0.24516,0.22565,0.10774,0.17123,0.3673,0.09635,0.04045,-0.12939,-0.18921,0.1355,-0.06164,-0.47973
0.33508,0.28748,0.18738,0.0084,0.03657,0.24049,0.21032,0.01859,0.14796,0.35528,0.12768,-0.08606,-0.09827,0.2478,-0.05493,-0.34729,0.01553,0.23281,0.26213,0.08867,0.14587,0.3899,0.13305,0.04919,-0.20142,-0.224,0.1532,-0.11902,-0.49988
0.15808,0.18738,-0.26428,0.04239,0.08602,0.24685,0.30672,0.02405,0.1238,0.42888,0.20762,-0.35401,-0.41565,-0.06043,-0.31372,-0.77881,0.08563,0.41359,0.17645,0.24383,0.3004,0.44419,0.017,0.09802,-0.34607,-0.47058,-0.21667,-0.18188,-0.96069
0.1294,0.14587,-0.17578,0.03358,0.11899,0.21632,0.32219,0.05503,0.08323,0.41358,0.21031,-0.28016,-0.32898,-0.0177,-0.18798,-0.71045,0.08354,0.35024,0.2142,0.20517,0.26221,0.4318,0.03192,0.07251,-0.30945,-0.43091,-0.12268,-0.18799,-0.84594
0.63965,0.51392,0.44861,0.01343,0.03039,0.17347,0.23043,0.03315,0.13961,0.31192,0.14289,0.34484,0.32532,0.57495,0.28931,0.05249,0.02141,0.24105,0.16457,0.04846,0.15482,0.31192,0.0877,0.01567,0.22156,0.19043,0.42725,0.24781,-0.09521
0.63782,0.52124,0.48951,0.02476,0.01442,0.16839,0.23559,0.0317,0.12678,0.31119,0.15393,0.34606,0.31006,0.55237,0.29297,0.03112,0.0298,0.25444,0.21462,0.01444,0.12619,0.36439,0.14259,0.03608,0.22522,0.26855,0.57739,0.28565,-0.03296
0.59998,0.47241,0.4419,0.02099,0.03451,0.16839,0.23249,0.04263,0.13842,0.309,0.14946,0.34973,0.31921,0.56152,0.27832,0.04394,0.01721,0.23641,0.18112,0.05104,0.14915,0.32285,0.09785,0.02113,0.18799,0.16296,0.42359,0.22339,-0.11718
0.56336,0.44983,0.36927,0.00882,0.01854,0.18959,0.24486,0.00546,0.14408,0.33596,0.13543,0.22644,0.23926,0.51208,0.21729,-0.05066,0.03316,0.19624,0.19044,0.01341,0.13722,0.30244,0.12618,0.01931,0.07507,0.02685,0.3009,0.04273,-0.20569
0.7312,0.58106,0.62562,0.00545,0.04429,0.17899,0.21754,0.0266,0.15154,0.30755,0.12201,0.39917,0.4071,0.66467,0.35462,0.14953,0.01175,0.19315,0.24559,0.02319,0.12022,0.34763,0.18615,0.0266,0.28381,0.26672,0.62012,0.23926,0.03784
0.69031,0.55542,0.58838,0.00587,0.05872,0.16796,0.25106,0.04664,0.15214,0.32176,0.14946,0.48706,0.47852,0.72021,0.40894,0.18127,0.034,0.23075,0.21334,0.00773,0.10948,0.34653,0.14558,0.03498,0.27344,0.32288,0.62988,0.33203,0.04944
0.73303,0.59082,0.59205,0.02014,0.04996,0.16457,0.21342,0.05283,0.14468,0.29224,0.13782,0.43029,0.401,0.63782,0.3418,0.14831,0.02981,0.21323,0.15948,0.03918,0.14468,0.28786,0.08949,0.00182,0.33936,0.29602,0.52551,0.34241,0.04334
0.79102,0.64331,0.58167,0.07389,0.01803,0.24558,0.26343,0.07689,0.16228,0.39719,0.09994,0.35461,0.46204,0.81543,0.4834,0.15014,0.01217,0.20294,0.19511,0.00464,0.10889,0.31119,0.13454,0.01384,0.21973,0.23743,0.51819,0.24292,-0.00305
5.06653,5.2417,0.51209,0.01259,0.05202,0.17729,0.21754,0.04773,0.15482,0.30608,0.13483,0.41259,0.39429,0.64941,0.33265,0.13672,0.03694,0.17048,0.20486,0.01753,0.12499,0.29661,0.15423,0.04445,0.19714,0.14343,0.43823,0.12268,-0.05859
0.29846,0.2478,0.16602,0.00545,0.01493,0.17772,0.23713,0.0153,0.13364,0.3203,0.1411,0.01159,0.00366,0.2594,-0.01403,-0.2771,0.02141,0.24156,0.23371,0.07682,0.15512,0.37168,0.11992,0.03571,-0.11902,-0.15015,0.18616,-0.0592,-0.4364
0.33569,0.28137,0.16175,0.00335,0.01442,0.19935,0.23611,0.0073,0.13185,0.33816,0.13901,-0.00367,-0.00854,0.27832,0.00855,-0.28809,0.01091,0.24311,0.23286,0.03506,0.14856,0.37204,0.14349,0.01531,-0.06775,-0.08362,0.25147,-0.04211,-0.3717
0.3241,0.2655,0.12269,0.04323,0.02318,0.20443,0.23302,0.02113,0.13036,0.34034,0.16557,0.02075,-0.04211,0.25207,-0.01464,-0.318,0.02812,0.28792,0.23116,0.12836,0.18674,0.40229,0.0883,0.06632,-0.08545,-0.12634,0.2063,0.02564,-0.46753
0.30518,0.24719,0.16663,0.01133,0.00516,0.20274,0.24744,0.00619,0.13961,0.34909,0.15125,-0.01404,-0.03052,0.26123,-0.02441,-0.32349,0.07262,0.22405,0.21928,0.06186,0.18137,0.3469,0.11843,0.01931,-0.09216,-0.19775,0.1178,-0.12451,-0.46325
0.52918,0.4303,0.36561,0.00126,0.0649,0.26255,0.15001,0.04701,0.14707,0.33159,0.08591,-0.10132,-0.09949,0.27832,-0.02258,-0.2771,0.03274,0.09529,0.29436,0.08197,0.07846,0.3203,0.15959,0.02952,-0.23621,-0.28381,0.13977,-0.18676,-0.39673
0.62195,0.49316,0.48829,0.00587,0.00463,0.19086,0.17837,0.00838,0.13692,0.29005,0.10739,0.23132,0.22278,0.49743,0.21729,0.01159,0.04114,0.15863,0.20486,0.00979,0.12111,0.28823,0.14975,0.04263,0.18494,0.12512,0.41992,0.11353,-0.06286
0.54016,0.43213,0.44861,0.0105,0.03966,0.12512,0.31652,0.03718,0.06503,0.33123,0.1757,0.42968,0.44495,0.625,0.49195,0.07019,0.05206,0.18439,0.18536,0.02062,0.14379,0.28969,0.1423,0.05976,0.24048,0.16479,0.43152,0.14038,-0.05371
0.54627,0.42725,0.42786,0.01133,0.04841,0.16626,0.24848,0.04408,0.14498,0.31848,0.15184,0.32226,0.30579,0.54504,0.24842,0.01159,0.1251,0.19727,0.21674,0.02063,0.20315,0.32576,0.1405,0.09401,0.29114,0.10925,0.42114,0.13367,-0.12451
0.51575,0.41748,0.35279,0.02225,0.00721,0.17687,0.23919,0.02441,0.12857,0.32103,0.15423,0.21118,0.17883,0.43335,0.17029,-0.10437,0.03694,0.19881,0.2019,0.01959,0.1414,0.3141,0.15333,0.04591,0.12756,0.07385,0.36438,0.05066,-0.16174
0.43945,0.35217,0.27039,0.02729,0.07623,0.15863,0.30415,0.07762,0.06742,0.35127,0.15661,0.25146,0.29114,0.51941,0.38147,-0.06897,0.02015,0.19418,0.1896,0.02011,0.12678,0.30026,0.12171,0.00328,0.04944,0.02014,0.29297,0.04395,-0.20996
0.43335,0.34119,0.28504,0.03988,0.02421,0.11367,0.30518,0.01749,0.06592,0.31337,0.20494,0.33569,0.27771,0.44128,0.3064,-0.08362,0.06801,0.21272,0.18366,0.00618,0.17153,0.30827,0.13275,0.0634,0.11902,0.02014,0.28442,0.01282,-0.23193
0.48645,0.38452,0.29419,0.01638,0.02781,0.17136,0.20621,0.00546,0.13663,0.29297,0.10769,0.18066,0.20447,0.45105,0.17151,-0.03968,0.03023,0.2225,0.17136,0.09486,0.15035,0.30463,0.06563,0.04081,0.0885,0.04455,0.29114,0.15686,-0.21911
0.47302,0.38208,0.29908,0.06926,0.03554,0.17136,0.26961,0.03497,0.09993,0.33779,0.20524,0.23559,0.13489,0.38147,0.17701,-0.18433,0.05793,0.19984,0.18833,0.01185,0.15691,0.30317,0.13931,0.05866,0.07019,-0.01404,0.25696,-0.02807,-0.25085
0.51331,0.40894,0.34546,0.09445,0.02937,0.23541,0.26445,0.10276,0.14856,0.38917,0.08591,0.14648,0.28381,0.62256,0.31861,-0.0293,0.06087,0.21478,0.20826,1e-05,0.16765,0.33087,0.14647,0.05283,0.09399,0.00549,0.30518,0.0055,-0.24902
0.23743,0.24292,-0.25207,0.01889,0.12001,0.22607,0.32735,0.06851,0.08949,0.42561,0.20285,-0.39368,-0.42114,-0.09583,-0.27893,-0.80872,0.06339,0.31573,0.26255,0.17992,0.22791,0.44893,0.08054,0.07215,-0.52734,-0.61951,-0.2417,-0.40649,-0.99365
0.76904,0.61462,0.59937,0.00713,0.07262,0.18875,0.2062,0.05756,0.17481,0.30791,0.12439,0.43212,0.42175,0.69336,0.3357,0.17761,0.03274,0.18851,0.18026,0.04897,0.13245,0.28823,0.15512,0.06304,0.3302,0.28259,0.54199,0.22461,0.05921
0.80811,0.64514,0.5719,0.04492,0.01338,0.15312,0.26703,0.04846,0.11544,0.3203,0.18645,0.50476,0.43945,0.65979,0.42359,0.12329,0.01637,0.18181,0.18748,0.03402,0.11694,0.28969,0.15154,0.03826,0.26733,0.24353,0.51331,0.20325,0.02808
0.79834,0.63782,0.62073,0.01973,0.04996,0.1845,0.2093,0.01821,0.1587,0.30645,0.1071,0.3894,0.41809,0.68359,0.35889,0.17028,0.03023,0.17976,0.19935,0.00052,0.12559,0.29844,0.14051,0.0266,0.26917,0.22522,0.51209,0.22461,0.01221
0.79407,0.65308,0.60853,0.03023,0.03915,0.19765,0.19899,0.00146,0.16169,0.31046,0.09367,0.33081,0.37476,0.65918,0.32837,0.13916,0.02056,0.14679,0.20147,0.01443,0.09963,0.27693,0.15005,0.02805,0.17883,0.14893,0.43884,0.13184,-0.02502
0.79773,0.64636,0.60242,0.09571,0.02008,0.23074,0.22889,0.06887,0.17391,0.36002,0.06444,0.31677,0.45593,0.78796,0.43213,0.18493,0.00924,0.1504,0.2142,0.03814,0.09367,0.29042,0.17272,0.03498,0.21851,0.20508,0.51331,0.15992,0.02686
0.73425,0.58289,0.5835,0.04785,0.01905,0.23413,0.2196,0.02806,0.1757,0.35637,0.09307,0.40161,0.47119,0.8081,0.44861,0.21118,0.0403,0.15916,0.20826,0.02938,0.12082,0.29151,0.16348,0.05575,0.25024,0.19165,0.49133,0.15686,0.00305
0.75379,0.61829,0.49927,0.04366,0.03091,0.17518,0.3093,0.05977,0.1053,0.36913,0.14796,0.42846,0.49194,0.74402,0.52857,0.12573,0.01008,0.21169,0.18154,0.00206,0.12977,0.30572,0.12649,0.00729,0.23499,0.22034,0.48157,0.22278,-0.03051
0.6134,0.47913,0.51331,0.04198,0.12619,0.21928,0.19641,0.12572,0.08114,0.32722,0.08383,0.09216,0.1532,0.46875,0.30274,-0.07935,0.00462,0.08189,0.23329,0.02217,0.05071,0.25835,0.15125,0.01166,-0.03662,-0.04334,0.29236,-0.01709,-0.14038
0.78797,0.61218,0.47974,0.03022,0.04068,0.15057,0.24023,0.05501,0.12946,0.29916,0.16049,0.42846,0.38452,0.60119,0.33631,0.10009,0.02686,0.19521,0.16372,0.03247,0.13215,0.27875,0.09635,0.00036,0.24048,0.20142,0.43701,0.23987,-0.0299
0.8728,0.7074,0.62073,0.04492,0.00462,0.24771,0.25002,0.03572,0.1769,0.38953,0.11276,0.39428,0.45959,0.81604,0.45411,0.16357,0.04449,0.18851,0.29352,0.01597,0.07756,0.38552,0.21568,0.02733,0.13428,0.19897,0.62134,0.18006,-0.02441
0.91736,0.75378,0.63172,0.0021,0.02523,0.20317,0.19125,0.01967,0.15751,0.30973,0.11217,0.37048,0.36743,0.65979,0.33753,0.14099,0.0168,0.14988,0.21802,0.03711,0.09874,0.29334,0.17481,0.04081,0.27527,0.25085,0.56458,0.20691,0.07324
0.89844,0.72693,0.57374,0.00671,0.0685,0.16669,0.21754,0.05429,0.15691,0.29698,0.13066,0.44738,0.43762,0.67749,0.35645,0.18005,0.02602,0.19315,0.18323,0.04639,0.13036,0.29406,0.15572,0.05539,0.29968,0.26184,0.52551,0.20691,0.03296
0.83923,0.68481,0.47547,0.02729,0.05254,0.16117,0.29642,0.06086,0.08293,0.34799,0.15214,0.35766,0.39734,0.62927,0.4596,0.04638,0.00588,0.14524,0.21335,0.03247,0.0883,0.28604,0.16885,0.02806,0.13489,0.12634,0.43335,0.08789,-0.04577
0.41748,0.31555,0.33143,0.01637,0.02833,0.19044,0.22785,0.03425,0.15035,0.32467,0.14349,0.177,0.1532,0.42724,0.11963,-0.11658,0.03107,0.21735,0.20232,0.03557,0.14796,0.32758,0.12171,0.00182,0.08179,0.03662,0.32776,0.07874,-0.22094
0.401,0.31494,0.26978,0.03568,0.01184,0.17899,0.23043,0.03935,0.13275,0.31666,0.1587,0.18005,0.12817,0.38574,0.11414,-0.14466,0.03568,0.2055,0.20911,0.04021,0.14438,0.32503,0.1238,0.00255,0.0415,-0.01038,0.29053,0.03723,-0.2539
0.39795,0.32105,0.26612,0.01175,0.00927,0.20528,0.23147,0.01676,0.14975,0.33998,0.1423,0.13,0.11292,0.40832,0.10193,-0.16114,0.01175,0.23384,0.2108,0.02423,0.14379,0.34653,0.13424,0.00693,0.01221,-0.00488,0.29846,0.02381,-0.28198
0.40039,0.30823,0.22217,0.02561,0.01287,0.18069,0.24435,0.03133,0.13454,0.32795,0.1596,0.16723,0.13,0.39001,0.11475,-0.15931,0.04911,0.22765,0.19129,0.03557,0.16675,0.3254,0.11395,0.01749,0.01648,-0.05493,0.22034,-0.01281,-0.3247
0.3711,0.30029,0.13184,0.03274,0.01132,0.16287,0.25775,0.03643,0.12111,0.32212,0.17242,0.11657,0.06897,0.30334,0.05555,-0.23621,0.06338,0.2395,0.16839,0.02784,0.18376,0.3141,0.10232,0.03534,0.00122,-0.09094,0.15137,-0.05798,-0.37475
0.3888,0.31433,0.23133,0.00714,0.02884,0.17942,0.2294,0.0266,0.14289,0.31629,0.13783,0.10559,0.09521,0.35339,0.06104,-0.1764,0.02519,0.23435,0.19977,0.08867,0.15363,0.33742,0.08919,0.04081,-0.02197,-0.05859,0.22888,0.04639,-0.3363
0.39002,0.31189,0.21546,0.01805,0.00669,0.20698,0.25568,0.01094,0.14945,0.35856,0.13513,0.12084,0.14709,0.44494,0.13916,-0.15564,0.02938,0.22714,0.2231,0.04073,0.15243,0.35236,0.13334,0.00328,-0.03113,-0.07385,0.24719,-0.02563,-0.34301
0.33203,0.26245,0.19898,0.0298,0.01235,0.18069,0.24744,0.03461,0.13424,0.33014,0.16437,0.10314,0.05981,0.31982,0.04517,-0.23316,0.03526,0.20911,0.23201,0.03248,0.14617,0.34726,0.14438,0.00765,-0.06897,-0.12024,0.21362,-0.08178,-0.36804
0.33264,0.271,0.1355,0.03946,0.0376,0.17687,0.26703,0.00765,0.10262,0.3407,0.18257,0.0769,0.01953,0.27405,0.06409,-0.29663,0.05709,0.25444,0.18281,0.0397,0.18794,0.33706,0.1056,0.0215,0.01465,-0.06836,0.1947,-0.02136,-0.36987
0.32715,0.25696,0.20997,0.02182,0.02267,0.20783,0.22579,0.00291,0.13304,0.33816,0.14617,0.03051,-0.00122,0.29785,0.02564,-0.26856,0.01428,0.2328,0.23074,0.04434,0.14498,0.36293,0.13663,0.01895,-0.07568,-0.09644,0.2356,-0.04394,-0.37231
0.33753,0.28198,0.16724,0.00966,0.02164,0.2091,0.24538,0.00693,0.13454,0.35309,0.14886,0.03418,0.02014,0.32104,0.04578,-0.27039,0.06087,0.22148,0.23244,0.0763,0.17153,0.35638,0.11933,0.0011,-0.11475,-0.20325,0.13123,-0.11291,-0.4657
0.28381,0.24963,0.14466,0.01889,0.03554,0.20402,0.23971,0.00875,0.1229,0.34472,0.15214,-0.00489,-0.03235,0.26123,0.00977,-0.31617,0.03107,0.25598,0.20317,0.09177,0.17034,0.35564,0.08979,0.0379,-0.10193,-0.1471,0.14526,-0.03845,-0.45044
0.20081,0.19043,0.04639,0.00755,0.05305,0.21886,0.25827,0.03098,0.1232,0.37059,0.15482,-0.141,-0.15198,0.16296,-0.08911,-0.45777,0.04198,0.24619,0.24261,0.10723,0.17242,0.3826,0.10858,0.03936,-0.2655,-0.32654,0.02258,-0.19958,-0.61828
0.10803,0.12939,-0.34729,0.03946,0.11898,0.22395,0.29023,0.04992,0.0886,0.39755,0.19599,-0.44922,-0.50659,-0.18433,-0.3656,-0.85022,0.06129,0.30441,0.25746,0.18249,0.21986,0.43654,0.07547,0.0758,-0.53833,-0.62744,-0.25696,-0.41137,-0.98816
0.14954,0.09827,0.37903,0.01511,0.01081,0.18789,0.22167,0.02076,0.13841,0.31811,0.13902,0.24536,0.22339,0.49377,0.21058,-0.03907,0.03191,0.19932,0.21801,0.06856,0.13812,0.32831,0.11366,0.02077,0.08301,0.03662,0.35034,0.1178,-0.19958
0.61463,0.50232,0.43641,0.06549,0.03812,0.18832,0.31601,0.08381,0.11037,0.38516,0.13633,0.3186,0.41382,0.68481,0.45899,0.03967,0.04869,0.1777,0.20953,0.02628,0.13752,0.30573,0.16258,0.06085,0.14404,0.07324,0.37476,0.04212,-0.13733
0.46326,0.38208,0.2887,0.01428,0.0819,0.25958,0.18043,0.07033,0.13513,0.35054,0.09427,-0.21851,-0.19775,0.17578,-0.1007,-0.41138,0.03988,0.12001,0.27867,0.08919,0.09785,0.3243,0.14438,0.02842,-0.35522,-0.41321,-0.01221,-0.30761,-0.55542
0.5957,0.4718,0.49561,0.05835,0.0103,0.22395,0.26806,0.05794,0.15154,0.38188,0.11366,0.37048,0.45532,0.77759,0.46753,0.13794,0.06171,0.19676,0.1968,0.0397,0.15781,0.30827,0.16139,0.08162,0.20447,0.11475,0.39795,0.06775,-0.11841
0.578,0.45227,0.59876,0.01008,0.06695,0.19935,0.14692,0.03862,0.17898,0.27511,0.07786,0.2655,0.28015,0.56701,0.20081,0.1062,0.00756,0.13289,0.22098,0.00258,0.07159,0.28386,0.15393,0.00838,0.14465,0.15564,0.47363,0.15869,-0.00183
0.61524,0.49561,0.55909,0.02812,0.0407,0.23116,0.22527,0.05321,0.13901,0.35783,0.11038,0.24536,0.28625,0.61889,0.33448,0.01953,0.02225,0.17873,0.19681,0.0134,0.11933,0.29552,0.14617,0.02878,0.2301,0.19775,0.48096,0.18189,-0.01404
0.62439,0.49927,0.50232,0.0021,0.02729,0.17347,0.25311,0.02113,0.13782,0.32795,0.14796,0.35461,0.35156,0.60119,0.31922,0.05188,0.01679,0.1777,0.21547,0.02578,0.11485,0.31082,0.16646,0.03279,0.15869,0.13428,0.44434,0.10376,-0.07629
0.60974,0.48706,0.44739,0.02267,0.00618,0.1756,0.25775,0.02405,0.12708,0.33306,0.16527,0.31616,0.2832,0.53589,0.27588,-0.02198,0.03358,0.2122,0.18748,0.01752,0.14677,0.31119,0.14199,0.04153,0.22949,0.18066,0.45044,0.15992,-0.0708
0.59998,0.47424,0.42603,0.02056,0.03914,0.18026,0.22528,0.04554,0.14945,0.31411,0.14498,0.32409,0.29419,0.55359,0.24781,0.02746,0.02519,0.22096,0.17942,0.00619,0.14587,0.31046,0.12261,0.01749,0.20996,0.17334,0.43152,0.18067,-0.0885
0.578,0.45715,0.55237,0.00714,0.05047,0.16415,0.2397,0.02951,0.14468,0.31046,0.13364,0.34057,0.35095,0.58716,0.29114,0.06714,0.02938,0.14268,0.21759,0.03608,0.10351,0.28787,0.17391,0.05101,0.21484,0.17212,0.48523,0.1294,0.00305
0.55969,0.42664,0.44556,0.00168,0.04635,0.2108,0.19434,0.03134,0.17511,0.31847,0.11127,0.26001,0.26245,0.56579,0.20752,0.03235,0.04618,0.18697,0.20274,0.01031,0.1411,0.30645,0.14856,0.04737,0.18616,0.11902,0.41077,0.10681,-0.10254
0.58838,0.46204,0.48462,0.00085,0.04738,0.19256,0.22785,0.03279,0.16287,0.32649,0.13126,0.34118,0.34241,0.6195,0.28626,0.07263,0.03316,0.16791,0.19511,0.0402,0.12082,0.28641,0.16049,0.05721,0.18982,0.1416,0.42236,0.094,-0.05737
0.55054,0.44251,0.37476,0.01007,0.00103,0.17856,0.24796,0.00801,0.12499,0.32868,0.15065,0.2185,0.20386,0.46081,0.20508,-0.08973,0.06884,0.19778,0.21038,0.00928,0.16348,0.32066,0.1426,0.0532,0.15625,0.05615,0.35889,0.06714,-0.17822
0.50537,0.38635,0.37598,0.03442,0.03192,0.165,0.24744,0.05247,0.13454,0.31666,0.16765,0.2832,0.23315,0.47058,0.19532,-0.05982,0.07472,0.20242,0.18281,0.0134,0.17034,0.30026,0.12082,0.05539,0.17395,0.06531,0.32837,0.08118,-0.17456
0.55359,0.44006,0.37903,0.05457,0.00516,0.18493,0.31188,0.05102,0.12708,0.37933,0.1417,0.41076,0.49011,0.75622,0.49622,0.12085,0.0722,0.20397,0.18789,0.00052,0.16944,0.30572,0.13245,0.06304,0.18494,0.07996,0.35034,0.07935,-0.16174
0.5011,0.38086,0.34852,0.02645,0.05769,0.20571,0.2794,0.06377,0.11127,0.37423,0.14289,0.20324,0.2417,0.53772,0.31006,-0.08911,0.0105,0.22096,0.22225,0.03403,0.12052,0.34726,0.13662,0.03316,0.07019,0.08545,0.40527,0.12574,-0.17639
0.53101,0.42542,0.38392,0.05121,0.04173,0.17687,0.33095,0.07398,0.10023,0.38589,0.15513,0.34851,0.42297,0.67749,0.47242,0.03112,0.05415,0.19933,0.19384,0.00052,0.15393,0.30755,0.13663,0.04737,0.19287,0.11414,0.39307,0.11353,-0.12207
0.49805,0.401,0.28687,0.02225,0.0242,0.17008,0.24641,0.03644,0.13364,0.3203,0.15841,0.22827,0.19592,0.44067,0.16724,-0.09583,0.0827,0.22148,0.14124,0.05774,0.18704,0.27803,0.06593,0.03097,0.11597,-0.00427,0.19898,0.06409,-0.26672
0.50171,0.39795,0.33631,0.01554,0.01597,0.21038,0.22219,0.02478,0.13871,0.33779,0.11754,0.14648,0.16907,0.4718,0.18799,-0.094,0.04198,0.19108,0.19384,0.00361,0.1405,0.30171,0.13424,0.03389,0.08667,0.02563,0.30457,0.02991,-0.2008
0.50293,0.39063,0.33875,0.03232,0.02626,0.17687,0.21393,0.00948,0.13961,0.30317,0.10083,0.15258,0.19958,0.4541,0.16846,-0.05371,0.01847,0.2019,0.16796,0.04743,0.13006,0.28713,0.09068,0.01749,0.06836,0.0415,0.2832,0.09766,-0.19775
0.44983,0.36316,0.26429,0.00755,0.06851,0.137,0.30157,0.04191,0.05668,0.33087,0.17988,0.20019,0.18921,0.38635,0.27039,-0.16785,0.03484,0.20035,0.20105,0.03248,0.1408,0.31447,0.12261,0.00728,0.0415,-0.00916,0.28015,0.0293,-0.24658
0.46143,0.38452,0.32898,0.06968,0.04327,0.22607,0.28405,0.0911,0.13394,0.395,0.11485,0.14099,0.24231,0.56762,0.29358,-0.094,0.00546,0.20087,0.22989,0.0134,0.12022,0.33961,0.15393,0.00473,0.01099,0.00305,0.33386,0.01892,-0.23498
0.51636,0.40894,0.33265,0.08647,0.00052,0.24134,0.24177,0.07469,0.16944,0.37823,0.20136,0.20324,0.07751,0.4248,0.07813,-0.20874,0.05373,0.22096,0.22565,0.0366,0.16616,0.35018,0.13752,0.02077,-0.0238,-0.10193,0.22278,-0.05859,-0.36377
0.4834,0.37903,0.37842,0.0487,0.04327,0.15821,0.3057,0.07288,0.08621,0.35201,0.1423,0.33935,0.41016,0.63782,0.46143,0.04821,0.02561,0.16945,0.20232,0.01443,0.11634,0.2937,0.15065,0.03243,0.10437,0.06714,0.35828,0.05005,-0.13366
0.47363,0.37354,0.37842,0.00085,0.01751,0.17941,0.25878,0.01165,0.13632,0.33706,0.14915,0.28747,0.2887,0.54687,0.26795,-0.0177,0.0508,0.20859,0.20274,0.00671,0.15691,0.32175,0.13871,0.03936,0.1178,0.04394,0.33569,0.05188,-0.20324
0.42908,0.35706,0.25086,0.02434,0.04275,0.12724,0.29436,0.00912,0.06473,0.31739,0.18764,0.23864,0.20325,0.38635,0.25391,-0.14527,0.06296,0.19779,0.21165,0.03299,0.1593,0.32176,0.12977,0.03134,-0.00244,-0.09399,0.21057,-0.05493,-0.32837
0.43823,0.34973,0.26368,0.01384,0.03914,0.19086,0.21651,0.03971,0.15691,0.31701,0.13513,0.13793,0.1178,0.39245,0.07142,-0.13855,0.01091,0.21117,0.21589,0.07681,0.13006,0.33487,0.10739,0.04482,-0.04211,-0.05798,0.25269,0.03296,-0.30822
0.4541,0.34851,0.318,0.00041,0.02267,0.18281,0.22631,0.01639,0.1417,0.31702,0.13126,0.15014,0.14954,0.4126,0.12268,-0.11841,0.04743,0.24825,0.17857,0.0665,0.17749,0.32904,0.08711,0.00583,0.11108,0.04211,0.29907,0.12085,-0.25207
0.46753,0.38635,0.23743,0.02056,0.00103,0.19214,0.24023,0.01858,0.13573,0.33488,0.15363,0.13427,0.10437,0.38086,0.10315,-0.18006,0.01805,0.20757,0.23116,0.06496,0.13304,0.34544,0.12499,0.03025,-0.09705,-0.12329,0.20935,-0.04638,-0.36926
0.46875,0.38086,0.33326,0.00378,0.00669,0.20147,0.23352,0.00145,0.14557,0.33815,0.13245,0.15136,0.15686,0.44677,0.14893,-0.11963,0.01217,0.18749,0.22607,0.02114,0.11724,0.32686,0.14677,0.00438,-0.00305,-0.02075,0.30457,0.00428,-0.24292
0.10132,0.12146,0.04456,0.01468,0.16895,0.29393,0.20981,0.10678,0.10888,0.40083,0.13185,-0.43519,-0.45654,-0.03357,-0.25634,-0.70496,0.05331,0.16533,0.29054,0.16548,0.13365,0.36657,0.10858,0.07069,-0.52795,-0.60547,-0.18738,-0.40954,-0.80139
