s39,s40,s41,v92,v93,v94,v95,v96,v97,v98,v99,oh53,oh54,oh55,oh56,oh57,v100,v101,v102,v103,v104,v105,v106,v107,oh58,oh59,oh60,oh61,oh62
0.47485,0.34241,0.45776,0.00966,0.05665,0.17857,0.20207,0.0317,0.1584,0.29624,0.11007,0.26672,0.28076,0.53772,0.21363,0.04151,0.05961,0.25546,0.15779,0.0433,0.19032,0.31629,0.08592,0.02114,0.30762,0.22094,0.448,0.27221,-0.08178
0.46813,0.34912,0.49561,0.0042,0.0443,0.17814,0.22269,0.02769,0.15095,0.31046,0.12588,0.28869,0.2948,0.55115,0.24231,0.03113,0.06255,0.22765,0.15142,0.03041,0.1763,0.29115,0.0889,0.0328,0.32654,0.23559,0.45349,0.2716,-0.03418
0.24047,0.19348,0.15686,0.00588,0.03399,0.1968,0.26651,0.02915,0.11873,0.35746,0.15005,-0.10193,-0.09338,0.18982,-0.0531,-0.40893,0.10201,0.24928,0.18917,0.09486,0.21687,0.33888,0.07816,0.0215,-0.0116,-0.15992,0.1123,-0.04761,-0.45532
0.4132,0.28626,0.36316,0.02392,0.00463,0.16287,0.23661,0.02404,0.11723,0.30718,0.15392,0.20019,0.16541,0.39978,0.15992,-0.11474,0.09781,0.25856,0.15015,0.02629,0.21926,0.31192,0.09039,0.06632,0.39673,0.25451,0.47058,0.28564,-0.05188
0.45654,0.34302,0.58716,0.09949,0.10148,0.25152,0.22476,0.15816,0.11813,0.37496,0.05936,0.01525,0.15991,0.52185,0.28016,-0.1062,0.00462,0.11022,0.2511,0.02372,0.06712,0.2937,0.16288,0.01275,0.04517,0.03845,0.39978,0.06653,-0.09216
0.29602,0.23194,0.22705,0.01931,0.10817,0.27867,0.16186,0.09329,0.13335,0.35382,0.07994,-0.37171,-0.34363,0.05738,-0.21545,-0.53527,0.06423,0.15554,0.28461,0.12166,0.13573,0.35455,0.12977,0.03024,-0.31677,-0.41016,-0.00061,-0.26612,-0.59448
0.42968,0.32044,0.59937,0.02729,0.00206,0.23158,0.12526,0.02515,0.16169,0.2875,0.05309,0.02563,0.06531,0.39856,0.06775,-0.083,0.02561,0.14473,0.22692,0.06083,0.10202,0.29734,0.1244,0.02076,0.11536,0.07812,0.40466,0.15014,-0.09338
0.4718,0.34607,0.40161,0.01386,0.0273,0.16415,0.24434,0.00728,0.13126,0.31374,0.13155,0.25451,0.27466,0.51087,0.24231,-0.01464,0.10369,0.21735,0.13489,0.02268,0.19957,0.26965,0.10799,0.10604,0.33325,0.18249,0.37659,0.15564,-0.07507
0.33691,0.22827,0.50415,0.03485,0.04378,0.23795,0.13403,0.06122,0.142,0.29916,0.0528,-0.05494,-0.00427,0.33814,0.04761,-0.16296,0.07262,0.08652,0.23922,0.04536,0.10172,0.26673,0.142,0.03097,0.0061,-0.09949,0.24475,-0.04578,-0.20202
0.41748,0.29602,0.39124,0.0021,0.03193,0.18069,0.24177,0.02077,0.14558,0.32613,0.13842,0.19104,0.19409,0.4541,0.15625,-0.09216,0.13098,0.23795,0.1667,0.04124,0.23089,0.31155,0.09338,0.08454,0.27588,0.08544,0.32532,0.13427,-0.19653
0.36743,0.26245,0.30151,0.00042,0.02832,0.19426,0.19692,0.0204,0.15303,0.30608,0.11425,0.07019,0.06958,0.34912,0.03602,-0.16357,0.0869,0.28997,0.13106,0.0897,0.2297,0.31774,0.04027,0.01203,0.22156,0.09521,0.28381,0.20141,-0.24841
0.36682,0.27039,0.33081,0.00755,0.01236,0.17093,0.22063,0.00219,0.11306,0.30281,0.13304,0.0946,0.08362,0.32959,0.09827,-0.17761,0.14441,0.27658,0.12894,0.05516,0.26282,0.30645,0.05877,0.08636,0.27588,0.06591,0.25146,0.13122,-0.26184
0.38208,0.27466,0.31067,0.02519,0.00927,0.21632,0.24332,0.01531,0.15751,0.35783,0.1229,0.02502,0.06165,0.37293,0.05066,-0.22644,0.09781,0.22508,0.1773,0.01237,0.19987,0.31155,0.11754,0.07616,0.14771,0.00549,0.26062,0.02014,-0.26123
0.00854,-0.01098,-0.05676,0.02686,0.17409,0.25746,0.28352,0.09985,0.08024,0.42159,0.18316,-0.40284,-0.44189,-0.07141,-0.23559,-0.77758,0.08647,0.27968,0.274,0.13506,0.22344,0.43326,0.11456,0.02041,-0.29114,-0.41687,-0.02258,-0.25696,-0.74829
0.36438,0.27527,0.29236,0.055,0.07314,0.19002,0.30106,0.09949,0.09129,0.37605,0.13513,0.13732,0.21729,0.49073,0.30396,-0.13916,0.0827,0.2122,0.18238,0.04124,0.18167,0.30681,0.10441,0.04263,0.1593,0.03906,0.30151,0.08789,-0.2124
0.28625,0.19287,0.19043,0.0592,0.04944,0.24388,0.25518,0.08636,0.14289,0.3899,0.1056,-0.02564,0.06043,0.41138,0.11902,-0.2417,0.07766,0.22198,0.19087,0.03247,0.18376,0.32102,0.11545,0.04446,0.03174,-0.08118,0.19348,-0.04273,-0.34423
0.38818,0.28992,0.30945,0.01301,0.00773,0.16203,0.27063,0.00583,0.10948,0.3305,0.16586,0.16174,0.14282,0.37598,0.15198,-0.17761,0.1062,0.21014,0.1756,0.0134,0.19718,0.29953,0.11575,0.08272,0.1947,0.04028,0.29297,0.05615,-0.20874
-0.10499,-0.07507,-0.24658,0.02728,0.18234,0.29054,0.25929,0.10531,0.09874,0.43289,0.16944,-0.70801,-0.74768,-0.32959,-0.53161,-1.05468,0.06297,0.27349,0.27612,0.17785,0.20315,0.4307,0.09129,0.07105,-0.5249,-0.61646,-0.21912,-0.40589,-0.94055
0.16723,0.11048,0.05432,0.05079,0.12516,0.19511,0.32734,0.13264,0.06474,0.39901,0.15333,-0.08728,-0.01343,0.26734,0.13489,-0.401,0.08228,0.27504,0.18621,0.0665,0.21777,0.35455,0.09248,0.02442,-0.02563,-0.14527,0.12268,-0.06653,-0.47119
0.15991,0.09217,0.02319,0.00755,0.04893,0.19892,0.2495,0.02806,0.11157,0.34726,0.14975,-0.22278,-0.23376,0.05249,-0.17578,-0.52917,0.13013,0.25495,0.16457,0.05516,0.24014,0.32176,0.08383,0.07397,-0.01587,-0.20508,0.03174,-0.13977,-0.5072
0.11413,0.0586,-0.00976,0.00336,0.06748,0.20953,0.24743,0.04482,0.10829,0.35491,0.14557,-0.2179,-0.22278,0.07874,-0.14282,-0.51574,0.14651,0.28328,0.13149,0.12526,0.26819,0.31337,0.01999,0.03863,-0.02685,-0.23987,-0.05066,-0.09156,-0.57556
0.05371,0.00794,-0.04822,0.03149,0.08911,0.19256,0.2562,0.09037,0.08383,0.34653,0.12588,-0.30884,-0.26306,0.01404,-0.15747,-0.5664,0.04743,0.27452,0.20741,0.04279,0.19271,0.3724,0.12111,0.01093,-0.10437,-0.17334,0.12512,-0.12268,-0.49865
0.09094,0.03968,-0.0238,0.05163,0.07417,0.20274,0.25053,0.00765,0.09964,0.35127,0.18167,-0.16907,-0.24414,0.04761,-0.15625,-0.54077,0.15028,0.31366,0.11452,0.1794,0.28847,0.32029,0.02327,0.00364,-0.06592,-0.28443,-0.11963,-0.07202,-0.65612
0.08422,0.04273,-0.11902,0.00882,0.03915,0.21293,0.21805,0.02004,0.12708,0.33706,0.13245,-0.3479,-0.36072,-0.05432,-0.31433,-0.61889,0.10788,0.25392,0.18748,0.06546,0.22373,0.3407,0.09397,0.04737,-0.18738,-0.34424,-0.07446,-0.26673,-0.64514
0.06042,0.02197,-0.08606,0.00923,0.06851,0.18577,0.23713,0.04045,0.09098,0.32722,0.14378,-0.28626,-0.29968,-0.03235,-0.2185,-0.58044,0.0382,0.28895,0.19256,0.13557,0.1945,0.36985,0.05698,0.06267,-0.14709,-0.20264,0.07446,-0.04212,-0.54504
0.03173,-0.0177,-0.08301,0.00839,0.05357,0.19808,0.23558,0.03061,0.10829,0.3367,0.14229,-0.29664,-0.30884,-0.0238,-0.24536,-0.58777,0.03274,0.27401,0.24049,0.1366,0.18197,0.40046,0.09009,0.06814,-0.26489,-0.3125,0.03357,-0.15076,-0.6372
-0.00672,-0.02441,-0.1593,0.00923,0.12722,0.23116,0.25362,0.08199,0.0889,0.37787,0.15333,-0.46143,-0.47485,-0.14221,-0.32409,-0.77514,0.1675,0.28533,0.14549,0.18249,0.28429,0.32685,0.00328,0.0164,-0.19592,-0.43946,-0.2301,-0.22339,-0.77758
-0.10132,-0.07446,-0.35034,0.00924,0.22302,0.21505,0.31188,0.1658,0.02208,0.4052,0.17391,-0.59388,-0.58044,-0.27099,-0.31616,-0.9497,0.08354,0.31624,0.19002,0.20311,0.24253,0.38698,0.01611,0.07106,-0.38086,-0.50232,-0.22888,-0.26184,-0.87707
-0.03541,-0.03174,-0.20508,0.02812,0.14268,0.25746,0.23454,0.07653,0.09844,0.38698,0.15571,-0.57801,-0.6189,-0.24841,-0.44982,-0.8966,0.06926,0.27658,0.29267,0.16084,0.20941,0.4471,0.11277,0.05356,-0.46204,-0.56275,-0.1416,-0.37232,-0.8905
0.39978,0.29114,0.34668,0.01175,0.00154,0.17178,0.23352,0.01129,0.12171,0.31264,0.14348,0.18798,0.1709,0.41809,0.16907,-0.10559,0.07305,0.27246,0.15482,0.07682,0.20972,0.32576,0.06443,0.00911,0.27527,0.16906,0.39184,0.26001,-0.15381
0.39733,0.29297,0.3009,0.02225,0.03554,0.18111,0.24537,0.00583,0.14796,0.32904,0.12618,0.15747,0.18982,0.45044,0.14771,-0.1007,0.09236,0.2225,0.1633,0.02114,0.1945,0.2977,0.10262,0.06523,0.19837,0.06408,0.29907,0.08911,-0.19958
0.3186,0.21973,0.18311,0.01302,0.10611,0.15185,0.29693,0.08637,0.04534,0.34034,0.16258,0.04882,0.06775,0.28626,0.19349,-0.28381,0.08354,0.23743,0.14761,0.04898,0.19689,0.29479,0.07547,0.0379,0.13733,0.01586,0.22827,0.07385,-0.2655
0.41625,0.30518,0.29358,0.07347,0.051,0.26425,0.27218,0.09985,0.15631,0.41941,0.1053,0.01281,0.11963,0.49988,0.18006,-0.20263,0.10033,0.22148,0.19341,0.05052,0.19957,0.32285,0.1068,0.05139,0.06104,-0.08484,0.19348,-0.02503,-0.34729
0.34545,0.25757,0.34607,0.00713,0.00722,0.20656,0.21754,0.00109,0.1411,0.33123,0.13096,0.09216,0.08179,0.37903,0.09034,-0.17578,0.0785,0.22456,0.19511,0.01908,0.18585,0.32649,0.12619,0.05466,0.1416,0.02746,0.30823,0.05005,-0.23864
0.36499,0.26184,0.28809,0.0298,0.02936,0.21335,0.22579,0.0051,0.13305,0.34289,0.15184,0.0946,0.05127,0.35828,0.08606,-0.21606,0.12761,0.25701,0.15991,0.07991,0.23955,0.31921,0.06623,0.05429,0.21057,0.02502,0.25513,0.11963,-0.27954
0.31799,0.23804,0.224,0.01931,0.00361,0.18281,0.24331,0.01421,0.12649,0.32904,0.15453,0.05188,0.0238,0.28687,0.02808,-0.26428,0.09403,0.2565,0.16415,0.05103,0.21538,0.32248,0.08592,0.04555,0.08911,-0.04761,0.1886,0.01281,-0.35156
0.33508,0.25391,0.2594,0.0,0.04276,0.19978,0.24692,0.03025,0.11574,0.34617,0.14289,-0.01587,-0.01587,0.27161,0.0348,-0.30822,0.08606,0.20756,0.22141,0.02166,0.18137,0.33706,0.14319,0.0594,0.06592,-0.05921,0.2594,-0.03357,-0.30517
0.27465,0.20569,0.23499,0.01301,0.01494,0.19299,0.24538,0.00072,0.12708,0.33925,0.15124,0.01037,-0.00854,0.26917,0.00916,-0.29907,0.07178,0.24414,0.25152,0.05877,0.19241,0.3888,0.14289,0.02077,0.05737,-0.047,0.31494,0.02258,-0.3363
0.07873,0.02014,-0.0177,0.02435,0.05821,0.20699,0.21393,0.02005,0.11187,0.32904,0.1411,-0.271,-0.3064,-0.00854,-0.23742,-0.55969,0.0764,0.24104,0.17687,0.07063,0.1939,0.32248,0.08353,0.0164,-0.16907,-0.28016,-0.02564,-0.19654,-0.56579
0.04577,-0.00183,-0.09827,0.00169,0.01855,0.17475,0.25053,0.01459,0.11217,0.32722,0.14378,-0.28138,-0.27893,-0.02746,-0.25695,-0.57556,0.11334,0.23126,0.17942,0.0598,0.21449,0.31774,0.09158,0.05612,-0.18188,-0.34668,-0.0885,-0.27588,-0.62072
0.05432,-0.00549,-0.02869,0.02183,0.03554,0.2019,0.21393,0.0062,0.12141,0.32467,0.13931,-0.25818,-0.28992,0.00061,-0.2478,-0.54321,0.08858,0.23641,0.19638,0.07114,0.19987,0.33596,0.09695,0.0266,-0.16601,-0.2948,-0.01221,-0.21057,-0.57495
0.04516,0.0,-0.07446,0.03484,0.08241,0.18324,0.24177,0.02806,0.08114,0.32832,0.16467,-0.27405,-0.32471,-0.06103,-0.22705,-0.61096,0.11712,0.23796,0.1599,0.05155,0.22105,0.30572,0.08263,0.06523,-0.10559,-0.27588,-0.04578,-0.21485,-0.55786
0.03784,-0.01282,0.0061,0.00965,0.05254,0.20317,0.22012,0.02879,0.11246,0.33014,0.13424,-0.28687,-0.3009,-0.00854,-0.23864,-0.56152,0.089,0.22456,0.20105,0.06856,0.1933,0.33159,0.10173,0.02879,-0.16968,-0.29908,-0.00977,-0.2179,-0.56518
0.00244,-0.03357,-0.06592,0.01133,0.12259,0.19978,0.23197,0.09657,0.06951,0.3356,0.12618,-0.35645,-0.33997,-0.05249,-0.1947,-0.61462,0.11334,0.24825,0.19044,0.10465,0.22433,0.33924,0.07339,0.02442,-0.20752,-0.37232,-0.09827,-0.24842,-0.6665
0.02685,-0.01159,-0.07263,0.01721,0.06645,0.20445,0.2165,0.03207,0.10531,0.32868,0.13752,-0.33448,-0.3595,-0.0653,-0.28076,-0.61584,0.10033,0.25907,0.2019,0.10516,0.22135,0.35673,0.08114,0.01276,-0.21789,-0.36377,-0.07324,-0.23926,-0.67077
0.01037,-0.00244,-0.06287,0.02056,0.21221,0.15694,0.31651,0.13228,0.01253,0.35856,0.19778,-0.29603,-0.32593,-0.10009,-0.07446,-0.70068,0.09991,0.28997,0.21081,0.12836,0.23895,0.38625,0.07398,0.00401,-0.20508,-0.35035,-0.047,-0.19837,-0.69397
-0.0232,-0.0415,-0.12939,0.02812,0.11949,0.21759,0.25518,0.06013,0.08383,0.36731,0.16765,-0.38453,-0.42541,-0.1123,-0.28381,-0.72754,0.10705,0.2601,0.17985,0.13867,0.22672,0.33852,0.04624,0.0051,-0.22888,-0.38453,-0.12573,-0.22034,-0.69275
-0.00367,-0.03052,-0.16235,0.04281,0.12156,0.21505,0.25052,0.04884,0.08084,0.36183,0.1754,-0.36683,-0.42908,-0.11963,-0.28503,-0.7257,0.12089,0.29668,0.19808,0.16857,0.25774,0.38006,0.04176,0.01421,-0.23621,-0.41199,-0.12695,-0.2124,-0.76355
0.1593,0.0885,0.06226,0.02015,0.08757,0.23371,0.20723,0.07944,0.11366,0.34727,0.1056,-0.27161,-0.24231,0.094,-0.13854,-0.48767,0.08983,0.22045,0.13955,0.09795,0.19152,0.27584,0.04147,0.00875,-0.07446,-0.20508,-0.00427,-0.08911,-0.46631
0.13244,0.06897,0.12879,0.01385,0.04997,0.21462,0.23403,0.04737,0.12201,0.34981,0.12559,-0.1886,-0.16846,0.14038,-0.10925,-0.44555,0.02477,0.25083,0.21505,0.083,0.16288,0.3622,0.10322,0.03716,-0.00549,-0.04151,0.26794,0.05676,-0.33874
0.29907,0.23377,0.21546,0.02855,0.10095,0.28122,0.13918,0.0962,0.13932,0.33998,0.06025,-0.42359,-0.38208,0.02259,-0.26245,-0.54687,0.0508,0.16069,0.25789,0.11135,0.12917,0.33524,0.11694,0.03461,-0.30273,-0.37659,-0.00549,-0.24475,-0.56701
0.13366,0.10132,0.25269,0.02016,0.10198,0.27188,0.17269,0.08965,0.13215,0.35564,0.08561,-0.34974,-0.32043,0.0708,-0.19958,-0.5249,0.04408,0.15657,0.26891,0.09794,0.12201,0.34179,0.13245,0.03097,-0.28198,-0.34607,0.04089,-0.23011,-0.53161
0.40039,0.29297,0.35278,0.00294,0.00206,0.16415,0.23558,0.00109,0.11426,0.30755,0.13842,0.20874,0.20447,0.44068,0.20691,-0.07446,0.11083,0.2395,0.12767,0.01134,0.21747,0.27912,0.08323,0.08819,0.28931,0.12817,0.31189,0.1416,-0.15564
0.46081,0.3357,0.43823,0.00251,0.017,0.17899,0.21548,0.0142,0.13573,0.30609,0.12648,0.25695,0.2533,0.51087,0.23316,-0.00183,0.0571,0.23846,0.15694,0.00774,0.17869,0.30353,0.1059,0.0441,0.32471,0.24169,0.46753,0.25085,-0.04089
0.35278,0.25452,0.52002,0.02477,0.02937,0.22607,0.1366,0.04227,0.14199,0.29078,0.06145,0.00183,0.03784,0.36316,0.07264,-0.1239,0.0848,0.09734,0.25534,0.01392,0.11664,0.28823,0.17153,0.06377,0.04517,-0.07813,0.28931,-0.06165,-0.19348
0.47119,0.34546,0.66773,0.01427,0.04327,0.23541,0.11598,0.043,0.1405,0.28422,0.05697,0.06958,0.09033,0.42908,0.14161,-0.04699,0.13307,0.07931,0.193,0.03712,0.1405,0.22191,0.11426,0.08928,0.22644,0.03295,0.31067,0.0769,-0.06103
0.50598,0.3711,0.53284,0.03274,0.01853,0.22353,0.19692,0.01531,0.16795,0.33123,0.09068,0.20019,0.2478,0.56946,0.22584,0.01465,0.08437,0.14885,0.20741,0.00309,0.14617,0.28349,0.14409,0.07106,0.22705,0.10437,0.40283,0.10803,-0.07202
0.48095,0.36438,0.53162,0.00924,0.02576,0.17178,0.24383,0.0102,0.13573,0.31993,0.13454,0.29113,0.30457,0.55176,0.27405,0.01587,0.08396,0.22301,0.17094,0.00722,0.18883,0.30463,0.11605,0.06778,0.34424,0.22216,0.46814,0.23071,-0.04211
0.49011,0.36743,0.4718,0.0,0.02214,0.18748,0.24022,0.01567,0.14468,0.33087,0.13901,0.24658,0.24658,0.51636,0.22034,-0.03784,0.10453,0.21117,0.18917,0.00824,0.19659,0.31192,0.12828,0.08491,0.29358,0.1416,0.41382,0.15136,-0.10864
-0.13733,-0.11535,-0.31006,0.02896,0.17359,0.28928,0.2366,0.09767,0.10292,0.41577,0.1575,-0.75074,-0.79285,-0.37658,-0.58715,-1.07299,0.07472,0.30337,0.28969,0.21703,0.2288,0.4635,0.07816,0.08855,-0.60303,-0.71167,-0.2948,-0.45471,-1.07116
0.27954,0.21363,0.224,0.00461,0.00103,0.20444,0.22476,0.00473,0.14438,0.33451,0.13334,0.01892,0.01221,0.3064,0.01099,-0.2539,0.12719,0.24362,0.17305,0.05258,0.23149,0.32102,0.09129,0.07325,0.0824,-0.10254,0.14648,-0.04029,-0.39123
0.35278,0.23133,0.56336,0.02813,0.02678,0.23456,0.1397,0.04337,0.14946,0.30026,0.06085,0.00854,0.04944,0.38697,0.08118,-0.11596,0.06759,0.13133,0.20063,0.03041,0.1241,0.26527,0.1235,0.03717,0.10742,0.00915,0.29785,0.04516,-0.14648
0.49194,0.38025,0.57068,0.05542,0.10301,0.19765,0.26961,0.12099,0.07935,0.36038,0.11664,0.25817,0.33875,0.62317,0.46082,0.01953,0.03779,0.18902,0.19427,0.0098,0.13633,0.30062,0.13096,0.02587,0.25696,0.20202,0.48157,0.21362,-0.02197
-0.05005,-0.03723,-0.24475,0.02435,0.15452,0.2371,0.28095,0.08819,0.07726,0.40229,0.17988,-0.52002,-0.55542,-0.21423,-0.37231,-0.88806,0.01973,0.37032,0.28927,0.27992,0.2285,0.5105,0.04147,0.18073,-0.37781,-0.4065,0.00976,-0.07508,-0.84533
0.20141,0.11414,0.21729,0.03191,0.00669,0.18917,0.23404,0.02297,0.13692,0.32795,0.11276,-0.00367,0.04273,0.31494,0.0348,-0.23437,0.0382,0.21941,0.20656,0.01959,0.15423,0.33268,0.13394,0.01932,0.02686,-0.02869,0.26855,-0.0055,-0.28869
-0.11414,-0.10742,-0.11597,0.03106,0.15452,0.22225,0.30363,0.08236,0.06682,0.40556,0.19778,-0.31067,-0.35583,-0.03601,-0.17272,-0.71533,0.10369,0.31316,0.20274,0.17321,0.25506,0.39573,0.04236,0.03243,-0.23193,-0.38269,-0.09094,-0.17761,-0.75378
0.42175,0.29785,0.31311,0.02561,0.01647,0.16542,0.21496,0.03388,0.12588,0.29406,0.14259,0.16174,0.12451,0.36255,0.10499,-0.13,0.15238,0.25753,0.15778,0.08764,0.25744,0.31774,0.06026,0.07033,0.27954,0.05798,0.28503,0.16174,-0.24719
0.46325,0.33142,0.3656,0.01385,0.02472,0.19978,0.20981,0.02951,0.15482,0.31993,0.13126,0.18066,0.16052,0.448,0.13123,-0.08789,0.09193,0.22508,0.15185,0.0067,0.19569,0.28969,0.10292,0.07507,0.31006,0.17639,0.3949,0.18432,-0.09033
0.2948,0.18799,0.18616,0.00797,0.02318,0.19256,0.2428,0.00948,0.12201,0.33706,0.14617,0.00305,-0.00854,0.26856,0.01893,-0.29602,0.09109,0.2328,0.15058,0.04279,0.19957,0.29406,0.08114,0.04883,0.08789,-0.04456,0.17212,0.0061,-0.32043
0.29052,0.18067,0.22095,0.00756,0.00413,0.18026,0.22321,0.00948,0.12439,0.31264,0.1238,0.02746,0.03845,0.29785,0.04334,-0.22583,0.08312,0.22765,0.1862,0.03144,0.19092,0.32102,0.11276,0.04992,0.07202,-0.04883,0.21911,-0.0116,-0.3186
0.3601,0.25269,0.27283,0.01091,0.01905,0.16372,0.23764,0.02295,0.12619,0.30864,0.14527,0.18432,0.16846,0.40406,0.14588,-0.11291,0.09823,0.28689,0.10222,0.06804,0.23596,0.29078,0.03252,0.03717,0.26306,0.12024,0.26733,0.2008,-0.21972
0.33935,0.21912,0.32105,0.01931,0.00516,0.15609,0.25362,0.01311,0.10679,0.31337,0.16049,0.18798,0.15991,0.38452,0.16602,-0.14038,0.08522,0.23641,0.12428,0.00824,0.19748,0.27402,0.09218,0.0798,0.26123,0.13732,0.31616,0.12756,-0.14282
0.35339,0.24109,0.35706,0.02182,0.03245,0.18196,0.22476,0.0419,0.14677,0.31519,0.14557,0.18066,0.14893,0.41077,0.11048,-0.11718,0.07724,0.22508,0.18281,0.00928,0.18525,0.31629,0.1232,0.06049,0.24048,0.12817,0.39123,0.13916,-0.13855
0.3601,0.23926,0.35217,0.0084,0.02986,0.1896,0.20465,0.02842,0.15065,0.30754,0.12439,0.17334,0.16113,0.43396,0.12574,-0.08117,0.08983,0.23435,0.15482,0.02062,0.19957,0.2988,0.09696,0.06341,0.28931,0.15869,0.38147,0.1831,-0.11902
0.35583,0.23438,0.37659,0.00252,0.03245,0.1756,0.22321,0.02514,0.1423,0.30864,0.13096,0.20813,0.20447,0.45716,0.16602,-0.05981,0.0806,0.23487,0.17305,0.00671,0.19331,0.31483,0.12559,0.0747,0.30762,0.19043,0.43945,0.18249,-0.08789
0.33508,0.22339,0.29968,0.02981,0.04635,0.1493,0.3026,0.05867,0.07816,0.34216,0.15393,0.26306,0.3064,0.52124,0.36133,-0.05188,0.11545,0.22404,0.13955,0.0366,0.2118,0.27839,0.07696,0.07434,0.18372,0.01586,0.21667,0.0592,-0.24963
0.31372,0.21179,0.34607,0.06548,0.01441,0.14167,0.24847,0.06704,0.10799,0.29734,0.19032,0.30456,0.20935,0.41321,0.19227,-0.08484,0.10663,0.23538,0.1773,0.0428,0.2121,0.31884,0.09993,0.06231,0.25635,0.10131,0.35644,0.15198,-0.17761
0.32836,0.21973,0.33997,0.01553,0.03348,0.16415,0.22321,0.03716,0.13484,0.2988,0.14021,0.2124,0.18982,0.42603,0.15015,-0.07446,0.09025,0.23177,0.17645,0.00465,0.19838,0.31556,0.12141,0.07506,0.27893,0.1477,0.40161,0.1532,-0.12695
0.32104,0.20447,0.3302,0.03526,0.00412,0.18366,0.22269,0.03352,0.13156,0.3152,0.15393,0.14282,0.09155,0.35584,0.08667,-0.17212,0.08354,0.23641,0.16881,0.00619,0.19629,0.31227,0.11515,0.06814,0.21423,0.09277,0.33569,0.1001,-0.18737
0.30029,0.19226,0.28626,0.0021,0.01235,0.16712,0.22888,0.01056,0.12469,0.30536,0.13394,0.14404,0.14099,0.38147,0.12635,-0.13,0.10159,0.23281,0.17347,0.02577,0.20703,0.31374,0.1071,0.06997,0.18128,0.03357,0.2832,0.06408,-0.24231
0.25451,0.16236,0.30396,0.07261,0.05357,0.14506,0.25774,0.02513,0.071,0.30681,0.20076,0.25756,0.15198,0.36072,0.21546,-0.15319,0.11922,0.22559,0.1387,0.02784,0.21538,0.27876,0.08144,0.08381,0.26489,0.09155,0.29114,0.12451,-0.17578
0.27893,0.17761,0.28015,0.00545,0.01905,0.1633,0.21805,0.01821,0.12589,0.29442,0.13006,0.09582,0.08789,0.32288,0.06531,-0.17028,0.09571,0.22559,0.14675,0.00361,0.19868,0.28568,0.10531,0.08564,0.24231,0.10315,0.31433,0.09887,-0.16418
0.31188,0.20264,0.29602,0.0277,0.00567,0.16542,0.23558,0.02004,0.11306,0.30864,0.15602,0.16296,0.12268,0.36072,0.1294,-0.15625,0.10494,0.22508,0.14209,0.00567,0.20494,0.28131,0.09666,0.08709,0.22278,0.07019,0.27466,0.0769,-0.19653
0.34118,0.21973,0.33997,0.03149,0.06387,0.21844,0.27424,0.07252,0.11664,0.38151,0.13632,0.12878,0.17456,0.48889,0.25025,-0.15014,0.0701,0.2359,0.14294,0.01031,0.18645,0.28969,0.1065,0.06814,0.19104,0.08911,0.2948,0.0769,-0.19043
-0.07508,-0.09765,-0.28504,0.068,0.12464,0.15269,0.32116,0.02915,0.0352,0.35819,0.23417,-0.32044,-0.41931,-0.19959,-0.27161,-0.79956,0.09318,0.2905,0.19299,0.17578,0.23447,0.37131,0.03401,0.04336,-0.42542,-0.56091,-0.2832,-0.35279,-0.90515
0.35583,0.19531,0.16052,0.04407,0.03811,0.13318,0.31342,0.0113,0.07159,0.33596,0.21269,0.16174,0.09766,0.2893,0.14282,-0.27343,0.08983,0.23435,0.14931,0.05464,0.19957,0.29407,0.07339,0.03936,0.04577,-0.08484,0.13001,-0.02015,-0.36255
0.401,0.27222,0.38269,0.02602,0.00515,0.16288,0.2428,0.02623,0.11754,0.31155,0.159,0.22644,0.1886,0.42298,0.1825,-0.09887,0.11418,0.21684,0.17094,0.00515,0.20673,0.30026,0.12321,0.10276,0.31616,0.15014,0.39612,0.14404,-0.10681
0.36682,0.25208,0.36499,0.0575,0.00206,0.17051,0.23249,0.04846,0.11873,0.31082,0.17541,0.23315,0.14954,0.3949,0.15198,-0.12573,0.08186,0.23641,0.17009,0.00568,0.1951,0.31337,0.11634,0.06705,0.22034,0.10131,0.34607,0.10803,-0.17883
0.37231,0.26001,0.35339,0.00881,0.00566,0.16796,0.23713,0.01165,0.12141,0.31192,0.14348,0.16479,0.15198,0.39368,0.14527,-0.12878,0.09235,0.23126,0.16457,0.00774,0.19957,0.30499,0.11127,0.0747,0.31555,0.18127,0.41809,0.19043,-0.09277
0.37475,0.24964,0.43091,0.02686,0.02318,0.18663,0.25362,0.00692,0.11783,0.33961,0.16586,0.15869,0.11963,0.38819,0.1471,-0.18066,0.05457,0.22199,0.2214,0.01649,0.16736,0.34726,0.16526,0.05903,0.18677,0.10742,0.42602,0.08789,-0.15564
0.37963,0.25635,0.43518,0.00797,0.03038,0.19681,0.20981,0.02841,0.15602,0.31739,0.12708,0.18676,0.17517,0.45838,0.13917,-0.07324,0.05037,0.25392,0.12937,0.02268,0.18286,0.29078,0.07786,0.0277,0.30151,0.22827,0.41443,0.25512,-0.07263
0.36438,0.25513,0.3595,0.00168,0.02626,0.16076,0.24589,0.02004,0.12827,0.31192,0.14348,0.19409,0.19165,0.42298,0.16053,-0.09948,0.05457,0.31263,0.13022,0.06238,0.21985,0.33304,0.05548,0.00328,0.31921,0.23986,0.42724,0.31372,-0.13061
